

SG F1,#genre#
泰国PBS,http://thaipbs-live.cdn.byteark.com/live-en/playlist_720p/index.m3u8
泰国-White Channel[1920*1080],http://symc-cdn.violin.co.th:1935/tndedge/whitechannel/chunklist.m3u8
新马 Ⅰ 亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_3.m3u8
越南坚江频道,http://tv.kgtv.vn/live/kgtv/kgtv.m3u8
越南 Gia Lai TV,http://113.161.25.3:8134/hls/gialaitv/gialaitv.m3u8
越南ktv,http://210.245.20.94/hls/ktv1.m3u8
越南-VBSTV,http://uni6rtmp.tulix.tv:1935/vbstv/vbsabr.smil/playlist.m3u8
越南和平HBTV,http://hoabinhtvlive.746b3ddb.cdnviet.com/hoabinhtv/playlist.m3u8
越南-CTV,http://tv.ctvcamau.vn/live/tv/tv.m3u8
俄罗斯 Ⅰ OR 音乐频道,http://rtmp.one.by:2200/
俄罗斯GITV,http://hls-igi.cdnvideo.ru/igi/igi_hq/playlist.m3u8
俄罗斯Tivikom Ulan-Udje,http://tvcom.stream.intelema.ru/tvcom/studio/index.m3u8
俄罗斯Astrakhan 24 (Opt-2),http://streaming.astrakhan.ru/astrakhan24/index.m3u8
俄罗斯First Music (Opt-3),http://rtmp.one.by:1200
俄罗斯RBC (Opt-1),http://92.50.128.180/utv/1358/index.m3u8
俄罗斯Shanson TV (Opt-2),http://chanson-video.hostingradio.ru:8080/hls/chansonabr/live.m3u8
俄罗斯Tjumenskoe Vremja,http://streams.sibinformburo.cdnvideo.ru/sibinformburo/sibinformburo.sdp/playlist.m3u8
俄罗斯TRO Soyuz,http://live2.mediacdn.ru/sr1/tro/playlist.m3u8
俄罗斯Ugra TV,http://live.ugratv.cdnvideo.ru/ugratv/smil:ugrastream1.smil/playlist.m3u8
伊拉克 Al Sharqiya,http://ns8.indexforce.com:1935/home/mystream/playlist.m3u8
新加坡-CNA,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
新加坡,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
印尼-METROTV,http://edge.metrotvnews.com:1935/live-edge/smil:metro.smil/playlist.m3u8
伊拉克-SharqiyaNews,http://ns8.indexforce.com:1935/alsharqiyalive/mystream/playlist.m3u8
半島新聞台,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
半島電視台,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
[澳大利亚]OutdoorChannel(1080p)[640*360][640*360],https://outdoorchannel-samsungau.amagi.tv/playlist.m3u8
[阿联酋]Asharq,https://bcsecurelivehls-i.akamaihd.net/hls/live/1021447/6203311941001/master.m3u8
[AE;IR]TowheedTV,http://51.210.199.1/hls/stream.m3u8
[阿富汗]PamirTV,http://live.stream.cdn.pamirtv.com/ptv/d0dbe915091d400bd8ee7f27f0791303.sdp/index.m3u8
[印度]AmritaTV(576p),http://103.199.161.254/Content/amrita/Live/Channel(Amrita)/index.m3u8
[印度]JaihindTV(576p)[640*360][640*360],http://103.199.161.254/Content/jaihind/Live/Channel(Jaihind)/index.m3u8
[印度]JeevanTV(576p)[640*360][640*360],http://103.199.161.254/Content/jeevan/Live/Channel(Jeevan)/index.m3u8
[印度]ManoramaNews(576p)[640*360][640*360],http://103.199.161.254/Content/manoramanews/Live/Channel(ManoramaNews)/index.m3u8
[印度]ಕಸ್ತೂರಿಕನ್ನಡKasthuri(576p)[640*360][640*360],http://103.199.161.254/Content/kasthuritv/Live/Channel(KasthuriTV)/index.m3u8
[印度]FlowersTV(576p)[640*360][640*360],http://103.199.161.254/Content/flowers/Live/Channel(Flowers)/index.m3u8
[印度]ಪಬ್ಲಿಕ್ಸಂಗೀತPublicMusic(576p),http://103.199.161.254/Content/publicmusic/Live/Channel(PublicMusic)/index.m3u8
[印度]3TamilTV(720p),https://6n3yogbnd9ok-hls-live.5centscdn.com/threetamil/d0dbe915091d400bd8ee7f27f0791303.sdp/index.m3u8
[印度]MathrubhumiNews(576p)[640*360][640*360],http://103.199.161.254/Content/mathrubhuminews/Live/Channel(Mathrubhuminews)/index.m3u8
[印度]KairaliNews(576p)[640*360][640*360],http://103.199.161.254/Content/people/Live/Channel(People)/index.m3u8
[印度]KairaliTV(576p)[640*360][640*360],http://103.199.161.254/Content/kairali/Live/Channel(Kairali)/index.m3u8
[印度]KairaliWe(576p)[640*360][640*360],http://103.199.161.254/Content/we/Live/Channel(We)/index.m3u8
[印度]Kalaignar(576p),http://103.199.161.254/Content/kalaignartv/Live/Channel(KalaignarTV)/index.m3u8
[印度]DDMalayalam(576p),http://103.199.161.254/Content/ddmalayalam/Live/Channel(DDMalayalam)/index.m3u8
[印度]DDNational(576p),http://103.199.161.254/Content/ddnational/Live/Channel(DDNational)/index.m3u8
[印度]DDSports(576p)[640*360][640*360],http://103.199.161.254/Content/ddsports/Live/Channel(DDSPORTS)/index.m3u8
[印度]DDSports,http://103.199.161.254/Content/ddsports/Live/Channel(DDSPORTS)/Stream(02)/index.m3u8
[印度]AsianetNews(576p)[640*360][640*360],http://103.199.161.254/Content/asianetnews/Live/Channel(Asianetnews)/index.m3u8
[印度]KappaTV(576p)[640*360][640*360],http://103.199.161.254/Content/kappa/Live/Channel(Kappa)/index.m3u8
[印度]MediaOne(576p)[640*360][640*360],http://103.199.161.254/Content/mediaone/Live/Channel(MediaOne)/index.m3u8
[印度]NDTVIndia(480p)[640*480][640*480],https://ndtvindiaelemarchana.akamaized.net/hls/live/2003679/ndtvindia/master.m3u8
[印度]NDTVProfit[640*480][640*480],https://ndtvprofitelemarchana.akamaized.net/hls/live/2003680-b/ndtvprofit/master.m3u8
[印度]SadaTV,http://cdn12.henico.net:8080/live/sadatv/index.m3u8
[印度]ReporterTV(576p)[640*360][640*360],http://103.199.161.254/Content/reporter/Live/Channel(Reporter)/index.m3u8
[印度]FASTWAYNEWS(720p),http://163.47.214.155:1935/fwnews/live/playlist.m3u8
[伊拉克]KurdistanTV(720p),https://5a3ed7a72ed4b.streamlock.net/live/SMIL:myStream.smil/playlist.m3u8
[伊拉克]Dijlah,http://91.134.145.75:10001/Dijlah/index.m3u8
[伊朗]MohabatTV(540p)[676*540][676*540],http://204.11.235.251:1935/live_transcoder/ngrp:mohabat.stream_all/playlist.m3u8
[俄罗斯联邦]ТуранТВ[931*512][931*512],https://sc.id-tv.kz/TuranTV_36_37.m3u8
[俄罗斯联邦]НашаСибирь(1080p)[426*240][426*240],https://strm.yandex.ru/kal/sibir/sibir0.m3u8
[俄罗斯联邦]НашаСибирь/Кемерово[852*480][852*480],https://strm.yandex.ru/kal/sibir/sibir0_169_480p.json/index-v1-a1.m3u8
[俄罗斯联邦]НебесаТВ7(720p)[256*144][256*144],http://vod.tv7.fi:1935/tv7-ru/_definst_/smil:tv7-ru.smil/playlist.m3u8
[俄罗斯联邦]НебесаТВ7(RU)(720p),http://vod.tv7.fi:1935/tv7-ru/tv7-ru.stream_720p/playlist.m3u8
[俄罗斯联邦]НовороссияТВHD,http://ott.inmart.tv:8081/19/index.m3u8
[俄罗斯联邦]ОплотТВ,http://ott.inmart.tv:8081/54/index.m3u8
[俄罗斯联邦]Астрахань24[854*480][854*480],https://streaming.astrakhan.ru/astrakhan24/tracks-v2a1/index.m3u8
[俄罗斯联邦]Астрахань241,http://streaming.astrakhan.ru/astrakhan24/tracks-v1a1/index.m3u8
[俄罗斯联邦]Астрахань24HD,https://streaming.astrakhan.ru/astrakhan24/tracks-v1a1/mono.m3u8
[俄罗斯联邦]Астрахань.RuSport[426*240][426*240],http://streaming.astrakhan.ru/astrakhanrusporthd/tracks-v5a1/index.m3u8
[俄罗斯联邦]Астрахань.RuSport,https://streaming.astrakhan.ru/astrakhanrusporthd/tracks-v1a1/index.m3u8
[俄罗斯联邦]Астрахань.RuTV[426*240][426*240],http://streaming.astrakhan.ru/astrakhanrulivehd/tracks-v5a1/index.m3u8
[俄罗斯联邦]Астрахань.RuTV,https://streaming.astrakhan.ru/astrakhanrulivehd/tracks-v1a1/index.m3u8
[俄罗斯联邦]Афонтово(Красноярск)[1365*768][1365*768],http://xstream.afontovo.ru/afontovo_ya.m3u8
[俄罗斯联邦]ПервыйТульский,http://5.164.24.83/tula/1tv_low/index.m3u8
[俄罗斯联邦]NatGeoWILDRussia,https://sc.id-tv.kz/NatGeoWildHD_34_35.m3u8
[埃塞俄比亚]AddisTV[1280*720],https://rrsatrtmp.tulix.tv/addis1/addis1multi.smil/chunklist_w418104290_b2130000.m3u8
[希腊]ERTWorld[720*528],http://wpso.com:1936/hls/wzra.m3u8
[印度]9XM(480p)[256*144],https://d2q8p4pe5spbak.cloudfront.net/bpk-tv/9XM/9XM.isml/index.m3u8
[印度]NDTV24X7(480p)[640*480],https://ndtv24x7elemarchana.akamaized.net/hls/live/2003678/ndtv24x7/master.m3u8
[印度]Velicham(360p)[Not24/7][640*360],https://rtmp.smartstream.video/velichamtv/velichamtv/playlist.m3u8
[伊朗]PayamJavanTV(720p)[1280*720],https://uni01rtmp.tulix.tv/kensecure/pjtv.stream/playlist.m3u8
[伊朗]PayvandTV(720p)[1280*720],https://uni6rtmp.tulix.tv/ucur1/Payvand/playlist.m3u8
[俄罗斯联邦]Евразия(Орск),https://infochh.trkeurasia.ru/hlsinfoch/infochhd.m3u8
[俄罗斯联邦]Cinema[785*432][785*432],https://sc.id-tv.kz/Cinema_34_35.m3u8
[俄罗斯联邦]ЖарПтица(1080p),http://streamer.rtcommufa.ru:1935/ptica/ptica1/playlist.m3u8
[俄罗斯联邦]A2(576p)[785*432][785*432],https://sc.id-tv.kz/A2.m3u8
[俄罗斯联邦]UniverTV(720p),http://cdn.universmotri.ru/live/hq.sdp/chunklist_w1792531.m3u8
[俄罗斯联邦]UniverTV(576p),http://cdn.universmotri.ru/live/mq.sdp/playlist.m3u8
[俄罗斯联邦]С1(Сургут)[Not24/7],https://sitv.ru/hls/stv.m3u8
[俄罗斯联邦]Кинопремьера,https://sc.id-tv.kz/Kinopremiera_hd_34_35.m3u8
[俄罗斯联邦]КонныйМир,http://cdn-01.bonus-tv.ru:80/konnyimir/playlist.m3u8
[俄罗斯联邦]СТВКазахстан[589*432][589*432],https://sc.id-tv.kz/STV.m3u8
[俄罗斯联邦]СТСInternational[785*432][785*432],https://sc.id-tv.kz/STS.m3u8
[俄罗斯联邦]ЛДПРТВ(480p)[854*480][854*480],http://46.46.143.222:1935/live/mp4:ldpr.stream_480p/playlist.m3u8
[俄罗斯联邦]ТВК24[640*360][640*360],http://air.tvk6.ru/tvk24/playlist.m3u8
[俄罗斯联邦]ТелплюсТВ(Астрахань)[640*360][640*360],http://streaming.astrakhan.ru/telplushd/playlist.m3u8
[俄罗斯联邦]Миллет[960*540][960*540],http://live.trkmillet.ru/millet/index.m3u8
[俄罗斯联邦]AmediaHit(1080p),https://sc.id-tv.kz/amedia_hit_hd_34_35.m3u8
[俄罗斯联邦]ТриАнгела[1280*722][1280*722],https://hls.tv.3angels.ru/stream/HQ.m3u8
[俄罗斯联邦]МирБелагорья(720p),http://mirbelogorya.ru:8080/mirbelogorya/index.m3u8
[俄罗斯联邦]МирБелогорья(720p),http://stream.tvbelgorod.ru:8080/mirbelogorya/index.m3u8
[卢旺达]RTVRwanda[854*480][854*480],http://197.243.19.131:1935/rtv/rtv/chunklist.m3u8
[沙特阿拉伯]ALHOKAIRGroupTV,http://82.212.74.3:8000/live/7513.m3u8
[沙特阿拉伯]Asharq(1080p),https://bcsecurelivehls-i.akamaihd.net/hls/live/1021447/6203311941001/index.m3u8
[斯洛伐克]TVRužinov(1080p),http://lb.streaming.sk/tvruzinov/stream/playlist.m3u8
[斯洛伐克]TeleviziaOSEM(360p)[640*360][640*360],http://109.74.145.11:1935/tv8/mp4:tv8.stream_360p/playlist.m3u8
[斯洛伐克]TelevíziaOSEM(576p),http://109.74.145.11:1935/tv8/ngrp:tv8.stream_all/playlist.m3u8
[斯洛伐克]TVDK[864*486][864*486],http://80.94.54.11:1935/live/dolnykubin1/playlist.m3u8
[萨尔瓦多]WOWTV,http://cdn.elsalvadordigital.com:1935/wowtv/wowtv/playlist.m3u8
[土库曼斯坦]Asgabat[725*406][725*406],http://217.174.225.146/legacyhls/ch006_720/index.m3u8
[土库曼斯坦]TürkmenistanSport[725*406][725*406],http://217.174.225.146/hls/ch004_720/index.m3u8
[土库曼斯坦]TurkmenOwazy[402*226][402*226],http://217.174.225.146/legacyhls/ch005_400/index.m3u8
[土库曼斯坦]TurkmenistanSport[725*406][725*406],http://217.174.225.146/hls/ch004_720/index.m3u8?q=?seg-user-zona-iptv.ru-v1-a1.m3u8
[土库曼斯坦]TurkmenistanTV[725*406][725*406],http://217.174.225.146/legacyhls/ch007_720/index.m3u8
[土库曼斯坦]Miras[725*406][725*406],http://217.174.225.146/legacyhls/ch003_720/index.m3u8
[土库曼斯坦]Yaslyk[725*406][725*406],http://217.174.225.146/legacyhls/ch002_720/index.m3u8
[土库曼斯坦]AltynAsyr[725*406][725*406],http://217.174.225.146/legacyhls/ch001_720/index.m3u8
[突尼斯]SahelTV(720p),http://142.44.214.231:1935/saheltv/myStream/playlist.m3u8
[土耳其]SarıyerTV[640*360][640*360],http://s01.vpis.io/sariyer/sariyer.m3u8
[土耳其]MEDMÜZİK,http://137.74.205.201/medmuzik/MedStream/playlist.m3u8
[土耳其]SinopYildizTV[640*360][640*360],https://s01.vpis.io/sinopyildiz/sinopyildiz.m3u8
[土耳其]OGÜNTV[640*360][640*360],https://s01.vpis.io/ogun/ogun.m3u8
[乌克兰]100%News,http://85.238.112.40:8810/hls_sec/239.33.16.32-.m3u8
[乌克兰]НТК,https://stream.ntktv.ua/s/ntk/ntk.m3u8
[乌克兰]ОбщественноеНезависимоеТелевидение,http://85.238.112.40:8810/hls_sec/239.33.75.33-.m3u8
[乌克兰]TravelGuideTV,http://cdn10.live-tv.od.ua:8081/leonovtv/test-abr/playlist.m3u8
[乌克兰]БалтаТВ[1365*768][1365*768],http://194.50.51.34/playlist.m3u8
[乌克兰]7канал,http://cdn10.live-tv.od.ua:8081/7tvod/7tvod/playlist.m3u8
[乌克兰]7канал(Одесса)(720p),http://cdn10.live-tv.od.ua:8081/7tvod/7tvod-abr/7tvod/7tvod/playlist.m3u8
[乌克兰]ИзмаилТВ,http://cdn10.live-tv.od.ua:8081/izod/izod-abr/playlist.m3u8
[乌克兰]Сварожичи(720p),http://80.91.177.102:1935/live/live1/playlist.m3u8
[乌克兰]СК1,http://cdn10.live-tv.od.ua:8081/sk1zt/sk1zt720p/playlist.m3u8
[乌克兰]СК1(Житомир)[640*360][640*360],http://cdn10.live-tv.od.ua:8081/sk1zt/sk1zt-abr/sk1zt/sk1zt360p/playlist.m3u8
[乌克兰]СК1HD,http://cdn10.live-tv.od.ua:8081/sk1zt/sk1zt-abr/sk1zt/sk1zt720p/playlist.m3u8
[乌克兰]ТИСТВ[Not24/7][853*480][853*480],http://cdn10.live-tv.od.ua:8081/riood/tisod-abr/riood/tisod504/playlist.m3u8
[美国]NothingScripted(720p),https://30a-tv.com/NothingScripted.m3u8
[加拿大]QVTV(720p),https://qvmstream.tulix.tv/720p/720p/playlist.m3u8
[加拿大]AmazingDiscoveriesTV(720p)[1280*792][1280*792,https://uni01rtmp.tulix.tv/amazingdtv/amazingdtv/playlist.m3u8
[加拿大]5AABTV(720p),http://158.69.124.9:1935/5aabtv/5aabtv/playlist.m3u8
[库拉索岛]NosPaïs[640*360][640*360],http://highvolume04.streampartner.nl:1935/nos_pais_24_7/smil:livestream.stream.smil/playlist.m3u8
[美国]NASATVMedia(720p),https://ntv2.akamaized.net/hls/live/2013923/NASA-NTV2-HLS/master.m3u8
[美国]NASATVPublic(720p),https://ntv1.akamaized.net/hls/live/2014075/NASA-NTV1-HLS/master.m3u8
[美国]Newsmax,http://nmxlive.akamaized.net/hls/live/529965/Live_1/index_720.m3u8
[美国]PAC12Insider(1080p)[640*360][640*360],https://pac12-samsungus.amagi.tv/playlist.m3u8
[美国]OANPlus(1080p)[720*404][720*404],http://oneamericanews-roku-us.amagi.tv/playlist.m3u8
[美国]3ABNProclaim!,https://moiptvhls-i.akamaihd.net/hls/live/652317/secure/master.m3u8
[美国]3ABNInternational,https://moiptvhls-i.akamaihd.net/hls/live/652312/secure/master.m3u8
[美国]3ABNDaretoDream,https://moiptvhls-i.akamaihd.net/hls/live/652313/secure/master.m3u8
[美国]3ABN,https://moiptvhls-i.akamaihd.net/hls/live/652042/secure/master.m3u8
[美国]NASATVPublic,https://ntv1.akamaized.net/hls/live/2014075/NASA-NTV1-HLS/master_2000.m3u8
[美国]3ABNPraiseHimMusicChannel,https://moiptvhls-i.akamaihd.net/hls/live/554145/secure/playlist.m3u8
[美国]3ABNKids,https://moiptvhls-i.akamaihd.net/hls/live/652318/secure/master.m3u8
[美国]pocket.watch[426*240][426*240],https://pocketwatch-vizio.amagi.tv/playlist.m3u8
[美国]JBS[360*202][360*202],http://uni8rtmp.tulix.tv:1935/shalomtv-pc/smil:shalomtv.smil/master.m3u8
[美国]QVTV,https://qvmstream.tulix.tv/720p/720p/chunklist_w1600218747.m3u8
[美国]The360Channel[1280*640][1280*640],https://www.filmon.com/vr-streams/4136.high/playlist.m3u8
[美国]FunRoads(720p),http://104.143.4.5:2080/funroads.m3u8
[美国]BibleExplorations(480p)[720*540][720*540],http://stream.iphonewebtown.com:1935/bibleexplorations/bexplorationsmobile.stream/playlist.m3u8
[美国]KCWX[426*240][426*240],http://65.36.6.216:1935/live/kcwx.smil/chunklist_w1137540697_b350000_sleng.m3u8
[美国]WHOHTV-Hastings-On-Hudson-NY(360p)[480*360][48,http://stream.swagit.com/live-edge/hastingsonhudsonny/smil:std-4x3-1-a/playlist.m3u8
[美国]WhitePlainsCommunityMedia[640*360][640*360],http://stream.swagit.com/live-edge/whiteplainsny/smil:std-4x3-1-b/chunklist_w1456643228_b512000.m3u8
[美国]WhitePlainsCommunityMedia(360p)[640*360][640*3,https://stream.swagit.com/live-edge/whiteplainsny/smil:std-4x3-1-b/playlist.m3u8
[美国]WCAT22[480*360][480*360],https://frontdoor.wcat-tv.org:8686/live/live.m3u8
[美国]PartyTymeKaraoke[640*360][854*480],https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=64
[美国]30ATV(720p),https://30a-tv.com/feeds/xodglobal/30atv.m3u8
[美国]30AMusic(720p),https://30a-tv.com/music.m3u8
[美国]30ASidewalks(720p),https://30a-tv.com/sidewalks.m3u8
[美国]WCAT3[480*360][480*360],https://frontdoor.wcat-tv.org:8787/live/live.m3u8
[美国]30ATheBeachShow(720p),https://30a-tv.com/beachy.m3u8
[美国]30ADarcizzleOffshore(720p),https://30a-tv.com/darcizzle.m3u8
[美国]MyTimemovienetwork(Brazil)[640*360][640*360],https://appletree-mytime-samsungbrazil.amagi.tv/playlist.m3u8
[美国]OneAmericaNews(OAN),http://n1.klowdtv.net/live1/oan_720p/chunks.m3u8
[美国]OANNOneAmericaNewsNetwork(720p),http://n1.klowdtv.net/live1/oan_720p/playlist.m3u8
[美国]Newsy,https://547f72e6652371c3.mediapackage.us-east-1.amazonaws.com/out/v1/e3e6e29095844c4ba7d887f01e44a5ef/index.m3u8
[美国]7NewsBoston(WHDH)(540p)[428*240][428*240],https://bcsecurelivehls-i.akamaihd.net/hls/live/598046/4744899807001_1/livestream/master.m3u8
[美国]QVCBeauty[960*540][960*540],http://live.qvcuk.simplestreamcdn.com/live/qvcuk_beauty_clean/bitrate1.isml/live.m3u8
[美国]QVC(540p)[960*540][960*540],http://live.qvcuk.simplestreamcdn.com/live/qvcuk_main_clean/bitrate1.isml/live.m3u8
美国ⅠCGTN (Opt-1),http://live.cgtn.com/500/prog_index.m3u8
美国 ABC 15,https://content.uplynk.com/channel/9deaf22aaa33461f9cac22e030ed00ec.m3u8
美国 Comet,http://content.uplynk.com/channel/3e45c6b5354a40f787e0b2aadb0f5d6a.m3u8
美国 Folk TV,https://584b0aa350b92.streamlock.net/folk-tv/myStream.sdp/playlist.m3u8
美国 Glendale 11,https://stream.swagit.com/live-edge/glendaleaz/smil:std-4x3-1-a/playlist.m3u8






